ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu,cluster,sigma-price,sigma-avail,sigma-url
POOL-00009473,"InChI=1S/C8H5FN2O2/c9-4-1-2-6-5(3-4)7(8(12)13)11-10-6/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2ccc(F)cc12,477.94880433128606,False,['1077-96-9'],1.8512015297,4,$115.00/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh97ac6a81?context=bbe
POOL-00024018,"InChI=1S/C8H5FN2O2/c9-4-1-2-5-6(3-4)11-7(10-5)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1nc2cc(F)ccc2[nH]1,477.94880433128606,False,['876710-76-8'],1.8553072036,4,,,
POOL-00025962,"InChI=1S/C8H8N2O2/c9-5-1-2-7-6(3-5)10-8(11)4-12-7/h1-3H,4,9H2,(H,10,11)",Nc1ccc2c(c1)N=C(O)CO2,346.91113891035343,False,['89976-75-0'],1.8431269236,4,,,
POOL-00025999,"InChI=1S/C8H8N2O2/c9-5-1-2-6-7(3-5)12-4-8(11)10-6/h1-3H,4,9H2,(H,10,11)",Nc1ccc2c(c1)OCC(O)=N2,346.91113891035343,False,['26215-14-5'],1.8346568204,4,,,
POOL-00011593,"InChI=1S/C8H8N2O2/c9-5-2-1-3-6-8(5)12-4-7(11)10-6/h1-3H,4,9H2,(H,10,11)",Nc1cccc2c1OCC(O)=N2,346.91113891035343,False,['321126-82-3'],1.8404665959,4,,,
POOL-00007524,"InChI=1S/C8H6N2O2/c11-8(12)5-2-1-3-7-6(5)4-9-10-7/h1-4H,(H,9,10)(H,11,12)",O=C(O)c1cccc2[nH]ncc12,433.3054103500143,False,"['677306-38-6', '1445696-34-3']",1.8292655741,4,"$101.00
$30.30/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/729752
POOL-00007731,"InChI=1S/C8H6N2O2/c11-8(12)6-2-4-10-7-5(6)1-3-9-7/h1-4H,(H,9,10)(H,11,12)",O=C(O)c1cc[nH]c2nccc1-2,394.0601766886357,False,['479553-01-0'],1.8312104381,4,$596.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade000938
POOL-00005313,"InChI=1S/C9H6FNO2/c10-7-3-1-2-5-6(9(12)13)4-11-8(5)7/h1-4,11H,(H,12,13)",O=C(O)c1c[nH]c2c(F)cccc12,475.41947931830526,False,['858515-66-9'],1.8642824772,4,$37.95/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f72be?context=bbe
POOL-00039724,"InChI=1S/C8H6N2O2/c11-8-7(10-12)5-3-1-2-4-6(5)9-8/h1-4,9,11H",O=Nc1c(O)[nH]c2ccccc12,433.5505228478508,False,"['607-28-3', '73859-64-0', '73859-66-2']",1.8298880407,4,,,
POOL-00008776,"InChI=1S/C8H5BrN2O2/c9-6-1-4(8(12)13)2-7-5(6)3-10-11-7/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cc(Br)c2cn[nH]c2c1,477.94880433128606,False,['885523-43-3'],1.8868172964,4,,,
POOL-00006904,"InChI=1S/C9H7NO3/c11-7-4-5-2-1-3-6(9(12)13)8(5)10-7/h1-3H,4H2,(H,10,11)(H,12,13)",O=C(O)c1cccc2c1N=C(O)C2,409.320883113212,False,['25369-43-1'],1.872515825,4,,,
POOL-00026703,"InChI=1S/C9H9NO2/c11-7-3-1-6-2-4-9(12)10-8(6)5-7/h1,3,5,11H,2,4H2,(H,10,12)",OC1=Nc2cc(O)ccc2CC1,344.38181389737264,False,['22246-18-0'],1.8458088349,4,"$25.00
$15.00/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/675369
POOL-00041612,"InChI=1S/C9H6FNO2/c10-6-1-2-7-5(3-6)4-8(11-7)9(12)13/h1-4,11H,(H,12,13)",O=C(O)c1cc2cc(F)ccc2[nH]1,475.41947931830526,False,['399-76-8'],1.8691200107,4,$377.00/5 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/265128
POOL-00019611,"InChI=1S/C9H8N2O/c10-8-5-4-6-2-1-3-7(12)9(6)11-8/h1-5,12H,(H2,10,11)",N=c1ccc2cccc(O)c2[nH]1,473.15738428454847,False,['70125-16-5'],1.8655651625,4,$185.00/nan,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sial/08128
POOL-00005088,"InChI=1S/C8H5BrN2O2/c9-4-1-5-6(8(12)13)3-11-7(5)10-2-4/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1c[nH]c2ncc(Br)cc12,477.94880433128606,False,['849068-61-7'],1.8712841527,4,$761.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade001006
POOL-00014336,"InChI=1S/C9H9NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-4,8,10H,5H2,(H,11,12)",O=C(O)C1Cc2ccccc2N1,297.05950344595533,False,"['78348-24-0', '16851-56-2', '749177-69-3']",1.8417264576,4,$27.00/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/302244
POOL-00040110,"InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)",O=C(O)c1cc2ccccc2[nH]1,397.7760853370335,False,"['1477-50-5', '137497-03-1']",1.8490680576,4,,,
POOL-00019951,"InChI=1S/C9H6FNO2/c10-6-2-1-3-7-5(6)4-8(11-7)9(12)13/h1-4,11H,(H,12,13)",O=C(O)c1cc2c(F)cccc2[nH]1,475.41947931830526,False,['399-68-8'],1.8658334086,4,,,
POOL-00009666,"InChI=1S/C9H8N2O/c10-7-2-1-6-3-4-11-9(12)8(6)5-7/h1-5H,10H2,(H,11,12)",Nc1ccc2ccnc(O)c2c1,425.7980911891212,False,['174302-46-6'],1.8421938994,4,,,
POOL-00024057,"InChI=1S/C9H6FNO2/c10-6-3-1-2-5-4-7(9(12)13)11-8(5)6/h1-4,11H,(H,12,13)",O=C(O)c1cc2cccc(F)c2[nH]1,475.41947931830526,False,['399-67-7'],1.8675893692,4,,,
POOL-00008774,"InChI=1S/C8H5BrN2O2/c9-7-5-3-4(8(12)13)1-2-6(5)10-11-7/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1ccc2[nH]nc(Br)c2c1,477.94880433128606,False,['885521-49-3'],1.8953975542,4,"$252.00
$75.60/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/708097
POOL-00012083,"InChI=1S/C9H9NO2/c11-8-2-1-6-4-9(12)10-5-7(6)3-8/h1-3,11H,4-5H2,(H,10,12)",OC1=NCc2cc(O)ccc2C1,344.38181389737264,False,['53389-81-4'],1.8653176682,4,,,
POOL-00005820,"InChI=1S/C8H5BrN2O2/c9-7-4-2-1-3-5(8(12)13)6(4)10-11-7/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cccc2c(Br)n[nH]c12,477.94880433128606,False,['1040101-01-6'],1.8808811406,4,,,
POOL-00035350,"InChI=1S/C9H8N2O/c10-7-3-4-8(12)9-6(7)2-1-5-11-9/h1-5,12H,10H2",Nc1ccc(O)c2ncccc12,385.2980911891212,False,['13207-66-4'],1.8510716986,4,,,
POOL-00003889,"InChI=1S/C9H7NO3/c11-8-5-2-1-3-6(9(12)13)7(5)4-10-8/h1-3H,4H2,(H,10,11)(H,12,13)",O=C(O)c1cccc2c1CN=C2O,409.320883113212,False,['1261740-37-7'],1.8669299634,4,$163.75/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249c2bc?context=bbe
POOL-00040220,"InChI=1S/C9H7NO2/c11-9(12)7-3-1-2-6-4-5-10-8(6)7/h1-5,10H,(H,11,12)",O=C(O)c1cccc2cc[nH]c12,430.7760853370335,False,['1670-83-3'],1.8401646826,4,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph006856
POOL-00014845,"InChI=1S/C8H5BrN2O2/c9-4-1-2-6-5(3-4)7(8(12)13)11-10-6/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2ccc(Br)cc12,477.94880433128606,False,['1077-94-7'],1.8674945996,4,,,
POOL-00005154,"InChI=1S/C9H9FN2O/c10-6-1-2-7-8(5-6)12-9(11-7)3-4-13/h1-2,5,13H,3-4H2,(H,11,12)",OCCc1nc2ccc(F)cc2[nH]1,424.4719650273174,False,['915924-12-8'],1.8782846169,4,,,
POOL-00003907,"InChI=1S/C8H5BrN2O2/c9-5-1-4-3-10-11-7(4)6(2-5)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cc(Br)cc2cn[nH]c12,477.94880433128606,False,['953409-99-9'],1.8667865488,4,,,
POOL-00017703,"InChI=1S/C9H8N2O2/c12-10-8-5-6-11(13)9-4-2-1-3-7(8)9/h1-6,12-13H",ON=c1ccn(O)c2ccccc12,502.1860155641943,False,['4637-56-3'],1.8580716638,4,,,
POOL-00023128,"InChI=1S/C8H6BrNO2/c9-4-1-2-6-5(3-4)7(11)8(12)10-6/h1-3,7,11H,(H,10,12)",OC1=Nc2ccc(Br)cc2C1O,362.0755349357245,False,['99304-37-7'],1.8502372391,4,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph011113
POOL-00029243,"InChI=1S/C8H8N2O3/c9-8(11)10-5-1-2-6-7(3-5)13-4-12-6/h1-3H,4H2,(H3,9,10,11)",N=C(O)Nc1ccc2c(c1)OCO2,351.2424177353703,False,['119179-46-3'],1.8784221486,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s732141
POOL-00043354,"InChI=1S/C10H9NO/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,12H,11H2",Nc1ccc(O)c2ccccc12,382.60813525322834,False,['2834-90-4'],1.8526041121,4,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s57836
POOL-00008775,"InChI=1S/C8H5BrN2O2/c9-4-2-1-3-5-6(4)7(8(12)13)11-10-5/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2cccc(Br)c12,477.94880433128606,False,['885521-80-2'],1.8844987326,4,,,
POOL-00008780,"InChI=1S/C8H5BrN2O2/c9-4-1-5(8(12)13)6-3-10-11-7(6)2-4/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cc(Br)cc2[nH]ncc12,477.94880433128606,False,['885523-08-0'],1.8808117769,4,,,
POOL-00014888,"InChI=1S/C9H7NO3/c11-8-4-5-1-2-6(9(12)13)3-7(5)10-8/h1-3H,4H2,(H,10,11)(H,12,13)",O=C(O)c1ccc2c(c1)N=C(O)C2,409.320883113212,False,['334952-09-9'],1.8783513223,4,,,
POOL-00017172,"InChI=1S/C9H10N2O/c10-7-3-1-6-2-4-9(12)11-8(6)5-7/h1,3,5H,2,4,10H2,(H,11,12)",Nc1ccc2c(c1)N=C(O)CC2,344.38181389737264,False,['22246-07-7'],1.8909931274,4,,,
POOL-00039386,"InChI=1S/C10H9NO/c11-9-5-1-4-8-7(9)3-2-6-10(8)12/h1-6,12H,11H2",Nc1cccc2c(O)cccc12,381.8581352532283,False,"['83-55-6', '134016-72-1']",1.84693618,4,$88.30/25 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/376469
POOL-00035631,"InChI=1S/C10H9NO/c11-8-4-5-9-7(6-8)2-1-3-10(9)12/h1-6,12H,11H2",Nc1ccc2c(O)cccc2c1,423.10813525322834,False,['23894-12-4'],1.8552767458,4,,,
POOL-00035444,"InChI=1S/C10H9NO/c11-9-3-1-8-6-10(12)4-2-7(8)5-9/h1-6,12H,11H2",Nc1ccc2cc(O)ccc2c1,381.8581352532283,False,['4363-04-6'],1.8629411654,4,$398.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph007390
POOL-00026168,"InChI=1S/C9H7NO3/c11-8-4-6-3-5(9(12)13)1-2-7(6)10-8/h1-3H,4H2,(H,10,11)(H,12,13)",O=C(O)c1ccc2c(c1)CC(O)=N2,409.320883113212,False,['102359-00-2'],1.8954894308,4,,,
POOL-00008771,"InChI=1S/C8H5BrN2O2/c9-4-1-2-5-6(3-4)10-11-7(5)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2cc(Br)ccc12,477.94880433128606,False,['660823-36-9'],1.8684335531,4,,,
POOL-00041978,"InChI=1S/C10H9NO/c11-10-3-1-2-7-6-8(12)4-5-9(7)10/h1-6,12H,11H2",Nc1cccc2cc(O)ccc12,423.10813525322834,False,['86-97-5'],1.8548568978,4,$68.10/250 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/cds000157
POOL-00031598,"InChI=1S/C8H10N2O2/c11-8(12)7-5-3-1-2-4-6(5)9-10-7/h1-4H2,(H,9,10)(H,11,12)",O=C(O)c1n[nH]c2c1CCCC2,316.857803832792,False,"['6076-13-7', '714255-28-4']",1.8505367203,4,,,
POOL-00042342,"InChI=1S/C10H9NO/c11-10-3-1-2-7-4-5-8(12)6-9(7)10/h1-6,12H,11H2",Nc1cccc2ccc(O)cc12,423.10813525322834,False,['118-46-7'],1.8516511629,4,,,
POOL-00035841,"InChI=1S/C10H9NO/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6,12H,11H2",Nc1cccc2cccc(O)c12,386.3581352532283,False,['2834-91-5'],1.8470284226,4,$134.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t285277
POOL-00006187,"InChI=1S/C8H5FN2O2/c9-5-1-4-2-6(8(12)13)11-7(4)10-3-5/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cc2cc(F)cnc2[nH]1,477.94880433128606,False,['920978-94-5'],1.8503075934,4,,,
POOL-00031943,"InChI=1S/C8H8N2OS/c9-5-1-2-7-6(3-5)10-8(11)4-12-7/h1-3H,4,9H2,(H,10,11)",Nc1ccc2c(c1)N=C(O)CS2,348.91113891035343,False,['21762-78-7'],1.8670664488,4,,,
POOL-00007469,"InChI=1S/C9H6N2O3/c12-7(9(13)14)6-4-11-8-5(6)2-1-3-10-8/h1-4H,(H,10,11)(H,13,14)",O=C(O)C(=O)c1c[nH]c2ncccc12,515.506353290838,False,['478677-93-9'],1.8648492558,4,$416.00/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/com448640046?context=bbe
POOL-00005892,"InChI=1S/C9H10N2O/c1-5-3-2-4-6-7(5)8(10)9(12)11-6/h2-4,8H,10H2,1H3,(H,11,12)",Cc1cccc2c1C(N)C(O)=N2,357.54620992274374,False,['1105693-06-8'],1.8485384074,4,,,
POOL-00007742,"InChI=1S/C9H6N2O3/c12-4-8-6-3-5(9(13)14)1-2-7(6)10-11-8/h1-4H,(H,10,11)(H,13,14)",O=Cc1n[nH]c2ccc(C(=O)O)cc12,515.7514657886744,False,['885519-98-2'],1.8659224589,4,,,
POOL-00007506,"InChI=1S/C9H7NO3/c11-8-7-3-5(9(12)13)1-2-6(7)4-10-8/h1-3H,4H2,(H,10,11)(H,12,13)",O=C(O)c1ccc2c(c1)C(O)=NC2,409.320883113212,False,['23386-41-6'],1.9066738821,4,,,
POOL-00043045,"InChI=1S/C10H9NO/c11-10-8-4-2-1-3-7(8)5-6-9(10)12/h1-6,12H,11H2",Nc1c(O)ccc2ccccc12,423.10813525322834,False,"['2834-92-6', '95609-86-2']",1.8632224095,4,,,
POOL-00005397,"InChI=1S/C8H5BrN2O2/c9-5-3-1-2-4-6(5)10-11-7(4)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2c(Br)cccc12,477.94880433128606,False,['885278-71-7'],1.8628607079,4,$146.25/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249d0f0?context=bbe
POOL-00012906,"InChI=1S/C9H9NO2/c11-9(12)8-7-4-2-1-3-6(7)5-10-8/h1-4,8,10H,5H2,(H,11,12)",O=C(O)C1NCc2ccccc21,322.0595034459553,False,['66938-02-1'],1.8438155405,4,,,
POOL-00028630,"InChI=1S/C9H11NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h5,10H,1-4H2,(H,11,12)",O=C(O)c1cc2c([nH]1)CCCC2,290.8284788198112,False,['131172-64-0'],1.8730077331,4,,,
POOL-00010298,"InChI=1S/C8H7FN2O/c9-5-1-2-6-7(3-5)11-8(4-12)10-6/h1-3,12H,4H2,(H,10,11)",OCc1nc2ccc(F)cc2[nH]1,410.3501069254241,False,['39811-07-9'],1.8290218144,4,,,
POOL-00007737,"InChI=1S/C9H6N2O3/c12-4-7-8-5(9(13)14)2-1-3-6(8)10-11-7/h1-4H,(H,10,11)(H,13,14)",O=Cc1n[nH]c2cccc(C(=O)O)c12,515.7514657886744,False,['885519-78-8'],1.8485656094,4,,,
POOL-00003409,"InChI=1S/C8H8N2O3/c11-8(12)5-3-9-4-6-7(5)10-1-2-13-6/h3-4,10H,1-2H2,(H,11,12)",O=C(O)c1cncc2c1NCCO2,351.2424177353703,False,['1228665-92-6'],1.8681179413,4,$761.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade001275
POOL-00028710,"InChI=1S/C8H6N2O3/c11-7(12)4-1-2-5-6(3-4)10-8(13)9-5/h1-3H,(H,11,12)(H2,9,10,13)",O=C(O)c1ccc2nc(O)[nH]c2c1,475.1939168291226,False,['23814-14-4'],1.8881905631,4,,,
POOL-00026357,"InChI=1S/C9H8N2S/c10-9(11)7-5-12-8-4-2-1-3-6(7)8/h1-5H,(H3,10,11)",N=C(N)c1csc2ccccc12,430.7760853370335,False,['154650-83-6'],1.8841292798,4,,,
POOL-00007979,"InChI=1S/C8H5BrN2O2/c9-4-1-2-5-6(3-4)11-7(10-5)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1nc2cc(Br)ccc2[nH]1,477.94880433128606,False,['40197-20-4'],1.863425287,4,,,
POOL-00007370,"InChI=1S/C9H12N2/c10-11-9-5-4-7-2-1-3-8(7)6-9/h4-6,11H,1-3,10H2",NNc1ccc2c(c1)CCC2,268.26528506874683,False,['887593-51-3'],1.8266142964,4,,,
POOL-00031170,"InChI=1S/C9H8N2O2/c10-7-5-3-1-2-4-6(5)13-8(7)9(11)12/h1-4H,10H2,(H2,11,12)",N=C(O)c1oc2ccccc2c1N,473.41947931830526,False,['54802-10-7'],1.9073734198,4,$67.00/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/631523
POOL-00000028,"InChI=1S/C9H6N2O3/c12-8-5-3-1-2-4-6(5)10-7(11-8)9(13)14/h1-4H,(H,13,14)(H,10,11,12)",O=C(O)c1nc(=O)c2ccccc2[nH]1,559.2307765753221,False,['29113-34-6'],1.8714746107,4,$72.80/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah984b7291?context=bbe
POOL-00038834,"InChI=1S/C7H6N2OS/c8-7-9-5-2-1-4(10)3-6(5)11-7/h1-3,10H,(H2,8,9)",N=c1[nH]c2ccc(O)cc2s1,442.88245407860506,False,['26278-79-5'],1.8233841857,4,"$27.00
$16.20/1 G","Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/750786
POOL-00013349,"InChI=1S/C9H11NO2/c10-9-6-3-1-2-4-8(6)12-5-7(9)11/h1-4,7,9,11H,5,10H2",NC1c2ccccc2OCC1O,287.61195376207496,False,['454679-90-4'],1.8538802417,4,,,
POOL-00014053,"InChI=1S/C8H5NO4/c10-7(11)4-1-2-6-5(3-4)9-8(12)13-6/h1-3H,(H,9,12)(H,10,11)",O=C(O)c1ccc2oc(O)nc2c1,473.94880433128606,False,['65422-72-2'],1.8535165292,4,,,
POOL-00034757,"InChI=1S/C8H6N2O2S/c9-5-4-2-1-3-10-7(4)13-6(5)8(11)12/h1-3H,9H2,(H,11,12)",Nc1c(C(=O)O)sc2ncccc12,477.94880433128606,False,['58327-75-6'],1.9082831669,4,,,
POOL-00003688,"InChI=1S/C8H5BrN2O2/c9-5-1-4-2-6(8(12)13)11-7(4)10-3-5/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1cc2cc(Br)cnc2[nH]1,477.94880433128606,False,['1222175-20-3'],1.8596102339,4,$958.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade001120
POOL-00009088,"InChI=1S/C8H5NO3S/c10-7(11)4-1-2-5-6(3-4)13-8(12)9-5/h1-3H,(H,9,12)(H,10,11)",O=C(O)c1ccc2nc(O)sc2c1,477.1939168291226,False,['99615-68-6'],1.8760704884,4,$174.20/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah95e733fb?context=bbe
POOL-00013401,"InChI=1S/C8H7NO3/c10-5-1-2-6-7(3-5)12-4-8(11)9-6/h1-3,10H,4H2,(H,9,11)",OC1=Nc2ccc(O)cc2OC1,346.15625140819,False,['67193-97-9'],1.8338411939,4,,,
POOL-00006950,"InChI=1S/C9H7NO3/c11-7-3-1-2-5-4-6(9(12)13)10-8(5)7/h1-4,10-11H,(H,12,13)",O=C(O)c1cc2cccc(O)c2[nH]1,472.6645918161418,False,['84639-84-9'],1.8993478669,4,,,
POOL-00016256,"InChI=1S/C8H6N2O4/c1-3-4(8(12)13)5-6(11)9-2-10-7(5)14-3/h2H,1H3,(H,12,13)(H,9,10,11)",Cc1oc2ncnc(O)c2c1C(=O)O,517.2807908016551,False,['852399-94-1'],1.840020665,4,,,
POOL-00036918,"InChI=1S/C8H10N2O2/c9-5-3-7-8(4-6(5)10)12-2-1-11-7/h3-4H,1-2,9-10H2",Nc1cc2c(cc1N)OCCO2,281.1713244639388,False,['81927-47-1'],1.8761671937,4,$68.10/5 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/cds020583
POOL-00007754,"InChI=1S/C7H4BrNO2S/c8-3-2-12-5-1-4(7(10)11)9-6(3)5/h1-2,9H,(H,10,11)",O=C(O)c1cc2scc(Br)c2[nH]1,445.13180607185245,False,['332099-36-2'],1.8986988602,4,$156.00/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/astatechinc/ate245846091?context=bbe
POOL-00043253,"InChI=1S/C10H10N2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6H,11-12H2",Nc1ccc(N)c2ccccc12,380.60813525322834,False,['2243-61-0'],1.8644282198,4,"$228.00
$136.80/500 MG","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/667617
POOL-00017072,"InChI=1S/C8H10N2O2/c9-10-6-1-2-7-8(5-6)12-4-3-11-7/h1-2,5,10H,3-4,9H2",NNc1ccc2c(c1)OCCO2,288.38639127289224,False,['299165-45-0'],1.8944563857,4,,,
POOL-00003523,"InChI=1S/C8H5BrN2O2/c9-7-2-4-1-5(8(12)13)11-6(4)3-10-7/h1-3,11H,(H,12,13)",O=C(O)c1cc2cc(Br)ncc2[nH]1,477.94880433128606,False,['800401-71-2'],1.864372085,4,,,
POOL-00038918,"InChI=1S/C9H11NO2/c11-8-3-6-1-2-10-5-7(6)4-9(8)12/h3-4,10-12H,1-2,5H2",Oc1cc2c(cc1O)CNCC2,278.641999450958,False,"['34827-33-3', '42887-47-8']",1.8723926201,4,,,
POOL-00035551,"InChI=1S/C9H7NO3/c11-6-1-2-7-5(3-6)4-8(10-7)9(12)13/h1-4,10-11H,(H,12,13)",O=C(O)c1cc2cc(O)ccc2[nH]1,472.6645918161418,False,['21598-06-1'],1.8881679762,4,$101.00/1 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/143510
POOL-00011589,"InChI=1S/C9H12N2/c10-9-2-1-7-3-4-11-6-8(7)5-9/h1-2,5,11H,3-4,6,10H2",Nc1ccc2c(c1)CNCC2,268.2652850687468,False,['72299-68-4'],1.8336289969,4,,,
POOL-00003473,"InChI=1S/C8H7NO3/c10-4-6-2-7-8(12-6)1-5(11)3-9-7/h1-3,10-11H,4H2",OCc1cc2ncc(O)cc2o1,407.59521942326063,False,['1186310-89-3'],1.8275393087,4,$761.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade001182
POOL-00011718,"InChI=1S/C8H5F3N2O/c9-8(10,11)4-1-2-5-6(3-4)13-7(14)12-5/h1-3H,(H2,12,13,14)",Oc1nc2ccc(C(F)(F)F)cc2[nH]1,474.8813943977679,False,['133687-93-1'],1.8453132658,4,$212.75/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh98732e96?context=bbe
POOL-00010599,"InChI=1S/C9H12N2/c10-8-4-6-2-1-3-7(6)5-9(8)11/h4-5H,1-3,10-11H2",Nc1cc2c(cc1N)CCC2,262.859361715645,False,['52957-65-0'],1.8332873668,4,,,
POOL-00012002,"InChI=1S/C9H8N2S/c10-9(12)7-5-11-8-4-2-1-3-6(7)8/h1-5,11H,(H2,10,12)",N=C(S)c1c[nH]c2ccccc12,430.7760853370335,False,['59108-90-6'],1.8831245524,4,,,
POOL-00009123,"InChI=1S/C9H12N2/c10-11-9-5-7-3-1-2-4-8(7)6-9/h1-4,9,11H,5-6,10H2",NNC1Cc2ccccc2C1,232.4945752240396,False,['45894-21-1'],1.8272791361,4,,,
POOL-00043254,"InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2",Nc1cccc2c(N)cccc12,379.8581352532283,False,"['2243-62-1', '155055-89-3']",1.8539980096,4,$73.00/25 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/d21200
POOL-00029295,"InChI=1S/C7H6N2S2/c8-4-1-2-5-6(3-4)11-7(10)9-5/h1-3H,8H2,(H,9,10)",Nc1ccc2nc(S)sc2c1,394.2399457476436,False,['7442-07-1'],1.8548865601,4,$504.00/1 G,"Estimated to ship on June 19, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/454370
POOL-00033166,"InChI=1S/C10H7NO2/c12-10(13)9-3-1-2-7-6-11-5-4-8(7)9/h1-6H,(H,12,13)",O=C(O)c1cccc2cnccc12,459.93632858848656,False,['27810-64-6'],1.8372017556,5,,,
